filename,total_words,english_only,danish_only,ambiguous,neither,prop_english_only,prop_danish_only,prop_ambiguous,prop_neither
output_NON_STEM_20250610_181749_1.txt,446,2,283,157,4,0.004484304932735426,0.6345291479820628,0.35201793721973096,0.008968609865470852
output_NON_STEM_20250610_181802_2.txt,454,1,272,147,34,0.0022026431718061676,0.5991189427312775,0.3237885462555066,0.07488986784140969
output_NON_STEM_20250610_181816_3.txt,416,0,257,151,8,0.0,0.6177884615384616,0.3629807692307692,0.019230769230769232
output_NON_STEM_20250610_181827_4.txt,406,0,266,140,0,0.0,0.6551724137931034,0.3448275862068966,0.0
output_NON_STEM_20250610_181843_5.txt,732,8,447,252,25,0.01092896174863388,0.610655737704918,0.3442622950819672,0.03415300546448088
output_NON_STEM_20250610_181855_6.txt,454,0,282,170,2,0.0,0.6211453744493393,0.3744493392070485,0.004405286343612335
output_NON_STEM_20250610_181911_7.txt,602,0,377,223,2,0.0,0.6262458471760798,0.3704318936877076,0.0033222591362126247
output_NON_STEM_20250610_181915_1.txt,576,0,358,212,6,0.0,0.6215277777777778,0.3680555555555556,0.010416666666666666
output_NON_STEM_20250610_181928_2.txt,503,1,286,178,38,0.0019880715705765406,0.5685884691848907,0.3538767395626243,0.07554671968190854
output_NON_STEM_20250610_181931_8.txt,843,0,517,322,4,0.0,0.6132858837485172,0.3819691577698695,0.004744958481613286
output_NON_STEM_20250610_181941_3.txt,464,0,296,164,4,0.0,0.6379310344827587,0.35344827586206895,0.008620689655172414
output_NON_STEM_20250610_181945_9.txt,453,0,267,184,2,0.0,0.5894039735099338,0.40618101545253865,0.004415011037527594
output_NON_STEM_20250610_181953_4.txt,492,1,312,177,2,0.0020325203252032522,0.6341463414634146,0.3597560975609756,0.0040650406504065045
output_NON_STEM_20250610_181959_10.txt,531,0,319,208,4,0.0,0.60075329566855,0.391713747645951,0.007532956685499058
output_NON_STEM_20250610_182011_5.txt,657,0,434,216,7,0.0,0.6605783866057838,0.3287671232876712,0.0106544901065449
output_NON_STEM_20250610_182013_11.txt,531,0,316,212,3,0.0,0.5951035781544256,0.3992467043314501,0.005649717514124294
output_NON_STEM_20250610_182025_6.txt,579,0,350,226,3,0.0,0.6044905008635578,0.3903281519861831,0.0051813471502590676
output_NON_STEM_20250610_182032_12.txt,733,5,452,255,21,0.0068212824010914054,0.616643929058663,0.3478854024556617,0.0286493860845839
output_NON_STEM_20250610_182042_7.txt,654,1,424,224,5,0.0015290519877675841,0.6483180428134556,0.3425076452599388,0.00764525993883792
output_NON_STEM_20250610_182046_13.txt,473,6,268,178,21,0.012684989429175475,0.5665961945031712,0.3763213530655391,0.04439746300211417
output_NON_STEM_20250610_182058_8.txt,605,0,392,206,7,0.0,0.6479338842975206,0.34049586776859503,0.011570247933884297
output_NON_STEM_20250610_182106_14.txt,701,6,438,237,20,0.008559201141226819,0.6248216833095578,0.33808844507845937,0.028530670470756064
output_NON_STEM_20250610_182112_9.txt,493,0,296,193,4,0.0,0.6004056795131846,0.39148073022312374,0.008113590263691683
output_NON_STEM_20250610_182118_15.txt,413,0,244,167,2,0.0,0.5907990314769975,0.4043583535108959,0.004842615012106538
output_NON_STEM_20250610_182128_10.txt,584,0,354,226,4,0.0,0.6061643835616438,0.386986301369863,0.00684931506849315
output_NON_STEM_20250610_182143_11.txt,569,0,351,214,4,0.0,0.616871704745167,0.37609841827768015,0.007029876977152899
output_NON_STEM_20250610_182202_12.txt,755,3,450,284,18,0.003973509933774834,0.5960264900662252,0.376158940397351,0.02384105960264901
output_NON_STEM_20250610_182221_13.txt,364,3,220,121,20,0.008241758241758242,0.6043956043956044,0.3324175824175824,0.054945054945054944
output_NON_STEM_20250610_182245_14.txt,783,7,492,261,23,0.008939974457215836,0.6283524904214559,0.3333333333333333,0.02937420178799489
output_NON_STEM_20250610_182258_15.txt,475,0,289,182,4,0.0,0.608421052631579,0.3831578947368421,0.008421052631578947
output_NON_STEM_20250610_184255_1.txt,545,3,326,209,7,0.005504587155963303,0.5981651376146789,0.3834862385321101,0.012844036697247707
output_NON_STEM_20250610_184307_2.txt,442,1,262,155,24,0.0022624434389140274,0.5927601809954751,0.3506787330316742,0.05429864253393665
output_NON_STEM_20250610_184321_3.txt,469,1,300,165,3,0.0021321961620469083,0.6396588486140725,0.35181236673773986,0.006396588486140725
output_NON_STEM_20250610_184335_4.txt,441,0,290,150,1,0.0,0.6575963718820862,0.3401360544217687,0.0022675736961451248
output_NON_STEM_20250610_184348_5.txt,520,0,336,177,7,0.0,0.6461538461538462,0.3403846153846154,0.013461538461538462
output_NON_STEM_20250610_184401_6.txt,541,0,335,198,8,0.0,0.6192236598890942,0.3659889094269871,0.014787430683918669
output_NON_STEM_20250610_184408_1.txt,459,0,301,147,11,0.0,0.6557734204793029,0.3202614379084967,0.023965141612200435
output_NON_STEM_20250610_184417_7.txt,702,2,445,250,5,0.002849002849002849,0.6339031339031339,0.3561253561253561,0.007122507122507123
output_NON_STEM_20250610_184421_2.txt,410,1,244,138,27,0.0024390243902439024,0.5951219512195122,0.33658536585365856,0.06585365853658537
output_NON_STEM_20250610_184434_3.txt,444,0,265,178,1,0.0,0.5968468468468469,0.4009009009009009,0.0022522522522522522
output_NON_STEM_20250610_184434_8.txt,713,0,447,260,6,0.0,0.6269284712482468,0.364656381486676,0.008415147265077139
output_NON_STEM_20250610_184447_4.txt,521,2,341,177,1,0.003838771593090211,0.654510556621881,0.3397312859884837,0.0019193857965451055
