filename,total_words,english_only,danish_only,ambiguous,neither,prop_english_only,prop_danish_only,prop_ambiguous,prop_neither
output_MULTIPLE_DISCIPLINES_20250610_181646_1.txt,636,0,403,222,11,0.0,0.6336477987421384,0.3490566037735849,0.01729559748427673
output_MULTIPLE_DISCIPLINES_20250610_181704_2.txt,534,1,331,192,10,0.0018726591760299626,0.6198501872659176,0.3595505617977528,0.018726591760299626
output_MULTIPLE_DISCIPLINES_20250610_181717_3.txt,483,5,302,162,14,0.010351966873706004,0.6252587991718427,0.33540372670807456,0.028985507246376812
output_MULTIPLE_DISCIPLINES_20250610_181735_4.txt,648,0,414,214,20,0.0,0.6388888888888888,0.33024691358024694,0.030864197530864196
output_MULTIPLE_DISCIPLINES_20250610_181809_1.txt,501,1,314,171,15,0.001996007984031936,0.626746506986028,0.3413173652694611,0.029940119760479042
output_MULTIPLE_DISCIPLINES_20250610_181827_2.txt,547,0,351,187,9,0.0,0.6416819012797075,0.34186471663619744,0.016453382084095063
output_MULTIPLE_DISCIPLINES_20250610_181843_3.txt,505,4,328,154,19,0.007920792079207921,0.6495049504950495,0.30495049504950494,0.03762376237623762
output_MULTIPLE_DISCIPLINES_20250610_181859_4.txt,534,0,341,186,7,0.0,0.6385767790262172,0.34831460674157305,0.013108614232209739
output_MULTIPLE_DISCIPLINES_20250610_184149_1.txt,584,0,364,213,7,0.0,0.6232876712328768,0.3647260273972603,0.011986301369863013
output_MULTIPLE_DISCIPLINES_20250610_184207_2.txt,563,1,351,191,20,0.0017761989342806395,0.6234458259325044,0.3392539964476021,0.035523978685612786
output_MULTIPLE_DISCIPLINES_20250610_184221_3.txt,528,4,343,173,8,0.007575757575757576,0.6496212121212122,0.32765151515151514,0.015151515151515152
output_MULTIPLE_DISCIPLINES_20250610_184240_4.txt,669,0,440,220,9,0.0,0.6576980568011959,0.32884902840059793,0.013452914798206279
output_MULTIPLE_DISCIPLINES_20250610_184301_1.txt,595,0,376,204,15,0.0,0.6319327731092437,0.34285714285714286,0.025210084033613446
output_MULTIPLE_DISCIPLINES_20250610_184322_2.txt,643,1,405,219,18,0.0015552099533437014,0.6298600311041991,0.3405909797822706,0.027993779160186624
output_MULTIPLE_DISCIPLINES_20250610_184337_3.txt,610,7,396,194,13,0.011475409836065573,0.6491803278688525,0.3180327868852459,0.021311475409836064
output_MULTIPLE_DISCIPLINES_20250610_184354_4.txt,594,2,368,214,10,0.003367003367003367,0.6195286195286195,0.3602693602693603,0.016835016835016835
output_MULTIPLE_DISCIPLINES_20250610_184528_1.txt,643,0,404,222,17,0.0,0.6283048211508554,0.3452566096423017,0.026438569206842923
output_MULTIPLE_DISCIPLINES_20250610_184546_2.txt,543,0,336,196,11,0.0,0.6187845303867403,0.36095764272559855,0.020257826887661142
output_MULTIPLE_DISCIPLINES_20250610_184602_3.txt,641,9,402,217,13,0.014040561622464899,0.6271450858034321,0.33853354134165364,0.0202808112324493
output_MULTIPLE_DISCIPLINES_20250610_184620_4.txt,558,0,354,180,24,0.0,0.6344086021505376,0.3225806451612903,0.043010752688172046
output_MULTIPLE_DISCIPLINES_20250610_190604_1.txt,515,1,345,158,11,0.001941747572815534,0.6699029126213593,0.3067961165048544,0.021359223300970873
output_MULTIPLE_DISCIPLINES_20250610_190622_2.txt,582,1,352,214,15,0.001718213058419244,0.6048109965635738,0.36769759450171824,0.02577319587628866
output_MULTIPLE_DISCIPLINES_20250610_190636_3.txt,481,6,300,169,6,0.012474012474012475,0.6237006237006237,0.35135135135135137,0.012474012474012475
output_MULTIPLE_DISCIPLINES_20250610_190655_4.txt,662,0,418,218,26,0.0,0.6314199395770392,0.3293051359516616,0.03927492447129909
output_MULTIPLE_DISCIPLINES_20250610_190708_1.txt,479,0,300,166,13,0.0,0.6263048016701461,0.3465553235908142,0.027139874739039668
output_MULTIPLE_DISCIPLINES_20250610_190725_2.txt,451,1,272,163,15,0.0022172949002217295,0.6031042128603105,0.3614190687361419,0.03325942350332594
output_MULTIPLE_DISCIPLINES_20250610_190742_3.txt,654,3,429,217,5,0.0045871559633027525,0.6559633027522935,0.3318042813455658,0.00764525993883792
output_MULTIPLE_DISCIPLINES_20250610_190757_4.txt,516,1,318,179,18,0.001937984496124031,0.6162790697674418,0.34689922480620156,0.03488372093023256
output_MULTIPLE_DISCIPLINES_20250610_191004_1.txt,589,0,385,183,21,0.0,0.6536502546689303,0.31069609507640067,0.035653650254668934
output_MULTIPLE_DISCIPLINES_20250610_191024_2.txt,605,1,385,202,17,0.001652892561983471,0.6363636363636364,0.3338842975206612,0.02809917355371901
output_MULTIPLE_DISCIPLINES_20250610_191039_3.txt,545,5,337,186,17,0.009174311926605505,0.618348623853211,0.3412844036697248,0.031192660550458717
output_MULTIPLE_DISCIPLINES_20250610_191056_4.txt,592,0,363,215,14,0.0,0.6131756756756757,0.36317567567567566,0.02364864864864865
output_MULTIPLE_DISCIPLINES_20250610_193004_1.txt,515,0,315,189,11,0.0,0.6116504854368932,0.36699029126213595,0.021359223300970873
output_MULTIPLE_DISCIPLINES_20250610_193023_2.txt,587,0,366,206,15,0.0,0.6235093696763203,0.35093696763202725,0.02555366269165247
output_MULTIPLE_DISCIPLINES_20250610_193039_3.txt,536,8,362,158,8,0.014925373134328358,0.6753731343283582,0.2947761194029851,0.014925373134328358
output_MULTIPLE_DISCIPLINES_20250610_193055_4.txt,628,1,393,221,13,0.0015923566878980893,0.6257961783439491,0.3519108280254777,0.020700636942675158
output_MULTIPLE_DISCIPLINES_20250610_193141_1.txt,568,0,340,202,26,0.0,0.5985915492957746,0.35563380281690143,0.045774647887323945
output_MULTIPLE_DISCIPLINES_20250610_193159_2.txt,541,0,334,190,17,0.0,0.6173752310536045,0.3512014787430684,0.031423290203327174
output_MULTIPLE_DISCIPLINES_20250610_193214_3.txt,568,9,371,178,10,0.01584507042253521,0.653169014084507,0.31338028169014087,0.017605633802816902
output_MULTIPLE_DISCIPLINES_20250610_193230_4.txt,570,4,360,196,10,0.007017543859649123,0.631578947368421,0.34385964912280703,0.017543859649122806
output_MULTIPLE_DISCIPLINES_20250610_193500_1.txt,480,0,311,146,23,0.0,0.6479166666666667,0.30416666666666664,0.04791666666666667
output_MULTIPLE_DISCIPLINES_20250610_193518_2.txt,585,0,352,221,12,0.0,0.6017094017094017,0.37777777777777777,0.020512820512820513
output_MULTIPLE_DISCIPLINES_20250610_193535_3.txt,552,8,366,170,8,0.014492753623188406,0.6630434782608695,0.3079710144927536,0.014492753623188406
output_MULTIPLE_DISCIPLINES_20250610_193553_4.txt,634,0,396,225,13,0.0,0.6246056782334385,0.3548895899053628,0.02050473186119874
output_MULTIPLE_DISCIPLINES_20250610_195418_1.txt,559,0,363,181,15,0.0,0.6493738819320215,0.32379248658318427,0.026833631484794274
output_MULTIPLE_DISCIPLINES_20250610_195434_2.txt,508,1,308,186,13,0.001968503937007874,0.6062992125984252,0.3661417322834646,0.025590551181102362
output_MULTIPLE_DISCIPLINES_20250610_195448_3.txt,478,3,304,162,9,0.006276150627615063,0.6359832635983264,0.3389121338912134,0.01882845188284519
output_MULTIPLE_DISCIPLINES_20250610_195505_4.txt,633,1,388,233,11,0.001579778830963665,0.6129541864139021,0.36808846761453395,0.017377567140600316
output_MULTIPLE_DISCIPLINES_20250610_195616_1.txt,543,1,347,174,21,0.001841620626151013,0.6390423572744015,0.32044198895027626,0.03867403314917127
output_MULTIPLE_DISCIPLINES_20250610_195635_2.txt,620,0,395,211,14,0.0,0.6370967741935484,0.3403225806451613,0.02258064516129032
output_MULTIPLE_DISCIPLINES_20250610_195649_3.txt,530,7,320,191,12,0.013207547169811321,0.6037735849056604,0.360377358490566,0.022641509433962263
output_MULTIPLE_DISCIPLINES_20250610_195705_4.txt,550,0,341,190,19,0.0,0.62,0.34545454545454546,0.034545454545454546
output_MULTIPLE_DISCIPLINES_20250610_195921_1.txt,593,0,359,221,13,0.0,0.6053962900505903,0.37268128161888703,0.021922428330522766
output_MULTIPLE_DISCIPLINES_20250610_195941_2.txt,663,1,409,239,14,0.0015082956259426848,0.6168929110105581,0.36048265460030166,0.021116138763197588
output_MULTIPLE_DISCIPLINES_20250610_195956_3.txt,558,9,333,211,5,0.016129032258064516,0.5967741935483871,0.3781362007168459,0.008960573476702509
output_MULTIPLE_DISCIPLINES_20250610_200018_4.txt,710,0,431,259,20,0.0,0.6070422535211267,0.3647887323943662,0.028169014084507043
output_MULTIPLE_DISCIPLINES_20250610_201827_1.txt,528,0,327,193,8,0.0,0.6193181818181818,0.36553030303030304,0.015151515151515152
output_MULTIPLE_DISCIPLINES_20250610_201844_2.txt,464,0,273,183,8,0.0,0.5883620689655172,0.39439655172413796,0.017241379310344827
output_MULTIPLE_DISCIPLINES_20250610_201859_3.txt,578,7,372,187,12,0.012110726643598616,0.643598615916955,0.3235294117647059,0.020761245674740483
output_MULTIPLE_DISCIPLINES_20250610_201916_4.txt,571,2,349,209,11,0.0035026269702276708,0.6112084063047285,0.3660245183887916,0.01926444833625219
output_MULTIPLE_DISCIPLINES_20250610_202049_1.txt,506,0,321,180,5,0.0,0.6343873517786561,0.3557312252964427,0.009881422924901186
output_MULTIPLE_DISCIPLINES_20250610_202105_2.txt,533,0,318,191,24,0.0,0.5966228893058161,0.35834896810506567,0.0450281425891182
output_MULTIPLE_DISCIPLINES_20250610_202122_3.txt,618,5,408,190,15,0.008090614886731391,0.6601941747572816,0.3074433656957929,0.024271844660194174
output_MULTIPLE_DISCIPLINES_20250610_202139_4.txt,601,1,379,205,16,0.0016638935108153079,0.6306156405990017,0.3410981697171381,0.026622296173044926
