filename,total_words,english_only,danish_only,ambiguous,neither
output_CREATIVE PROMPTS_20250610_192231_22.txt,24,0,15,9,0
output_CREATIVE PROMPTS_20250610_192243_28.txt,480,1,299,173,7
output_CREATIVE PROMPTS_20250610_192244_23.txt,394,9,231,150,4
output_CREATIVE PROMPTS_20250610_192245_7.txt,677,26,372,269,10
output_CREATIVE PROMPTS_20250610_192252_29.txt,270,0,160,110,0
output_CREATIVE PROMPTS_20250610_192257_24.txt,363,11,188,160,4
output_CREATIVE PROMPTS_20250610_192257_8.txt,303,0,181,120,2
output_CREATIVE PROMPTS_20250610_192301_30.txt,299,0,193,101,5
output_CREATIVE PROMPTS_20250610_192308_25.txt,355,6,213,134,2
output_CREATIVE PROMPTS_20250610_192308_9.txt,412,2,234,174,2
output_CREATIVE PROMPTS_20250610_192319_10.txt,326,0,214,111,1
output_CREATIVE PROMPTS_20250610_192326_11.txt,158,71,10,66,11
output_CREATIVE PROMPTS_20250610_192327_26.txt,618,6,373,208,31
output_CREATIVE PROMPTS_20250610_192340_27.txt,387,5,228,150,4
output_CREATIVE PROMPTS_20250610_192342_12.txt,544,0,326,218,0
output_CREATIVE PROMPTS_20250610_192358_28.txt,544,0,327,211,6
output_CREATIVE PROMPTS_20250610_192400_13.txt,650,4,404,238,4
output_CREATIVE PROMPTS_20250610_192407_29.txt,266,0,163,102,1
output_CREATIVE PROMPTS_20250610_192418_30.txt,366,0,247,111,8
output_CREATIVE PROMPTS_20250610_192422_14.txt,584,0,380,203,1
output_CREATIVE PROMPTS_20250610_192432_15.txt,349,0,197,152,0
output_CREATIVE PROMPTS_20250610_192439_16.txt,103,0,59,44,0
output_CREATIVE PROMPTS_20250610_192459_17.txt,461,2,250,201,8
output_CREATIVE PROMPTS_20250610_192518_18.txt,655,0,388,267,0
output_CREATIVE PROMPTS_20250610_192525_19.txt,181,3,92,85,1
output_CREATIVE PROMPTS_20250610_192539_20.txt,466,0,271,190,5
output_CREATIVE PROMPTS_20250610_192546_21.txt,140,0,79,60,1
output_CREATIVE PROMPTS_20250610_192552_22.txt,77,0,50,27,0
output_CREATIVE PROMPTS_20250610_192605_23.txt,389,2,247,138,2
output_CREATIVE PROMPTS_20250610_192616_24.txt,312,8,173,123,8
output_CREATIVE PROMPTS_20250610_192629_25.txt,388,0,243,143,2
output_CREATIVE PROMPTS_20250610_192650_26.txt,556,0,374,175,7
output_CREATIVE PROMPTS_20250610_192705_27.txt,476,3,300,171,2
output_CREATIVE PROMPTS_20250610_192724_28.txt,557,2,330,206,19
output_CREATIVE PROMPTS_20250610_192735_29.txt,384,0,226,158,0
output_CREATIVE PROMPTS_20250610_192747_30.txt,350,0,249,98,3
output_CREATIVE PROMPTS_20250610_194053_1.txt,484,0,320,160,4
output_CREATIVE PROMPTS_20250610_194105_2.txt,367,1,225,140,1
output_CREATIVE PROMPTS_20250610_194124_3.txt,726,17,376,327,6
output_CREATIVE PROMPTS_20250610_194132_4.txt,210,0,118,90,2
output_CREATIVE PROMPTS_20250610_194143_5.txt,240,2,145,90,3
output_CREATIVE PROMPTS_20250610_194156_6.txt,383,5,199,175,4
output_CREATIVE PROMPTS_20250610_194212_7.txt,659,21,357,259,22
output_CREATIVE PROMPTS_20250610_194229_8.txt,297,0,177,120,0
output_CREATIVE PROMPTS_20250610_194243_9.txt,499,0,286,197,16
output_CREATIVE PROMPTS_20250610_194253_10.txt,283,2,179,96,6
output_CREATIVE PROMPTS_20250610_194304_1.txt,440,2,253,176,9
output_CREATIVE PROMPTS_20250610_194308_11.txt,226,0,139,87,0
output_CREATIVE PROMPTS_20250610_194321_12.txt,459,0,252,205,2
output_CREATIVE PROMPTS_20250610_194326_2.txt,428,3,262,160,3
output_CREATIVE PROMPTS_20250610_194338_13.txt,569,0,367,200,2
output_CREATIVE PROMPTS_20250610_194342_3.txt,590,12,298,275,5
output_CREATIVE PROMPTS_20250610_194350_4.txt,201,0,124,76,1
output_CREATIVE PROMPTS_20250610_194354_14.txt,578,0,369,207,2
output_CREATIVE PROMPTS_20250610_194400_5.txt,221,1,147,70,3
output_CREATIVE PROMPTS_20250610_194405_15.txt,428,0,262,164,2
output_CREATIVE PROMPTS_20250610_194411_6.txt,302,4,184,114,0
output_CREATIVE PROMPTS_20250610_194412_16.txt,112,0,67,45,0
output_CREATIVE PROMPTS_20250610_194427_7.txt,554,17,280,241,16
output_CREATIVE PROMPTS_20250610_194433_17.txt,475,2,287,182,4
output_CREATIVE PROMPTS_20250610_194438_8.txt,268,0,148,117,3
output_CREATIVE PROMPTS_20250610_194448_18.txt,524,0,307,215,2
output_CREATIVE PROMPTS_20250610_194450_9.txt,374,0,220,151,3
output_CREATIVE PROMPTS_20250610_194457_19.txt,191,3,96,90,2
output_CREATIVE PROMPTS_20250610_194501_10.txt,366,2,236,123,5
output_CREATIVE PROMPTS_20250610_194510_20.txt,480,3,273,195,9
output_CREATIVE PROMPTS_20250610_194515_11.txt,472,0,296,176,0
output_CREATIVE PROMPTS_20250610_194520_21.txt,263,0,154,109,0
output_CREATIVE PROMPTS_20250610_194525_22.txt,28,0,16,12,0
output_CREATIVE PROMPTS_20250610_194530_12.txt,466,0,291,175,0
output_CREATIVE PROMPTS_20250610_194538_23.txt,457,0,295,162,0
output_CREATIVE PROMPTS_20250610_194547_13.txt,667,1,411,249,6
output_CREATIVE PROMPTS_20250610_194552_24.txt,363,6,203,143,11
output_CREATIVE PROMPTS_20250610_194601_14.txt,506,0,316,188,2
output_CREATIVE PROMPTS_20250610_194602_25.txt,312,1,185,125,1
output_CREATIVE PROMPTS_20250610_194609_1.txt,475,0,300,163,12
output_CREATIVE PROMPTS_20250610_194612_15.txt,392,1,214,176,1
output_CREATIVE PROMPTS_20250610_194619_16.txt,94,0,52,42,0
output_CREATIVE PROMPTS_20250610_194620_26.txt,594,14,357,211,12
output_CREATIVE PROMPTS_20250610_194622_2.txt,447,0,258,187,2
output_CREATIVE PROMPTS_20250610_194636_27.txt,514,2,317,185,10
output_CREATIVE PROMPTS_20250610_194638_17.txt,493,5,319,167,2
